[0.0, 18.0, 18.0, 18.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 30, 3.0, 12.0, 10.5, 0.8446554797467576, 0.4444444444444444, 0.4999410396075723, 0.8, 0.6324555320336759, 0.741092466244596, 0.31622776601683794, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 7.0, 7.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 19, -19.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.42857142857142855, 0.6842105263157895, 0.6045966676202215, 0.5838647818877994, 1]
[0.0, 10.0, 10.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 63, 26.0, 40.0, 37.0, 0.8148561631783444, 0.17857142857142858, 0.6652320462578084, 0.35714285714285715, 0.30656966974248284, 0.691426938630574, 0.0999800059980007, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 6.0, 6.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 999, 999, 999, 999, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0.6557377049180327, 0.8, 0.7921180343813393, 0.8281596452382691, 0]
[9, 6.0, 9.0, 7.0, 0.7074074074074074, 0.3333333333333333, 0.411111111111111, 0.5, 0.4999999999999999, 0.7074074074074074, 0.19999999999999996, 57, 14.0, 24.0, 21.0, 0.8331893064127653, 0.19047619047619047, 0.7354078750150154, 0.36363636363636365, 0.3223291856101521, 0.7219821773546089, 0.10660035817780521, 14, -3.0, 2.0, -1.5, 0.42234848484848486, 0.0, 0.0, 0.0, 0.0, 0.42234848484848486, 0.0, 0.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 15, -15.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.11037824149578518, 1]
[0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5, 109.0, 109.0, 109.0, 0.9915966386554622, 1.0, 1.0, 1.0, 1.0, 0.9859943977591037, 1.0, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 7.0, 7.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 999, 999, 999, 999, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[7, 9.0, 9.0, 9.0, 0.8477272727272728, 0.3333333333333333, 0.6666666666666666, 0.5, 0.4999999999999999, 0.7462121212121212, 0.19999999999999996, 11, 59.0, 59.0, 59.5, 0.9268094679186228, 0.5384615384615384, 0.8444090023037388, 0.7, 0.6999999999999998, 0.8780157798643714, 0.36842105263157887, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 7.0, 7.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8, -8.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9294117647058824, 0.9634146341463414, 0.9634146341463413, 0.9678469678469679, 0]
[0.0, 18.0, 18.0, 18.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 23, 29.0, 36.0, 32.5, 0.6892482517482518, 0.5454545454545454, 0.4609066768084743, 0.75, 0.7071067811865475, 0.6892482517482518, 0.37796447300922725, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6, -6.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -12.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5396825396825397, 0.85, 0.7120516440958823, 0.8194274540375699, 0]
[0.0, 12.0, 12.0, 12.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 58, 4.0, 19.0, 12.5, 0.6634537979414641, 0.09523809523809523, 0.6362862463004304, 0.2, 0.17541160386140586, 0.6634537979414641, 0.05057217374241736, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3, -3.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, -19.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11827956989247312, 0.3142857142857143, 0.2238381550780319, 0.42736303513933693, 0]
[0.0, 15.0, 15.0, 15.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 85.0, 85.0, 85.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 10.0, 10.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 15, -15.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1]
[0.0, 15.0, 15.0, 15.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 21, 8.0, 24.0, 15.0, 0.6581098339719029, 0.5, 0.5413127381832802, 0.75, 0.6708203932499369, 0.6581098339719029, 0.3418817293789138, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 12, -12.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, -25.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0.4666666666666667, 0.4615663313770509, 0.5082326554598092, 1]
[25, -13.0, 3.0, -5.5, 0.46269841269841266, 0.0, 0.0, 0.0, 0.0, 0.46269841269841266, 0.0, 0.0, 40.0, 40.0, 40.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 6.0, 6.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 15, -15.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1]
