[6, 8.0, 10.0, 8.5, 0.8678571428571429, 0.3333333333333333, 0.40476190476190466, 0.5, 0.4999999999999999, 0.7797619047619048, 0.19999999999999996, 63, 27.0, 43.0, 36.5, 0.8419183285849953, 0.47368421052631576, 0.5542941346392748, 0.75, 0.649519052838329, 0.7365305476416588, 0.32287320150037885, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 14.0, 14.0, 14.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 999, 999, 999, 999, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0.609375, 0.7959183673469388, 0.7581753965757456, 0.6837059171180981, 0]
[0.0, 16.0, 16.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 63, 3.0, 35.0, 19.0, 0.7027094769030254, 0.2222222222222222, 0.6721942319856393, 0.4444444444444444, 0.36980013081681945, 0.7027094769030254, 0.12909944487358058, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8, 0.0, 1.0, 0.0, 0.0, 0.4166666666666667, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0, 24, -24.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.769824223888084, 1]
[12, 0.0, 2.0, 0.0, 0.38888888888888884, 0.0, 0.3214285714285714, 0.0, 0.0, 0.38888888888888884, 0.0, 3, 114.0, 114.0, 114.0, 0.995, 1.0, 1.0, 1.0, 1.0, 0.9916666666666667, 1.0, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 7.0, 7.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 42, -42.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1]
[0.0, 17.0, 17.0, 17.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 42, 17.0, 20.0, 19.0, 0.8330787798296652, 0.42857142857142855, 0.41414141414141414, 0.6, 0.5999999999999999, 0.7217979663827753, 0.2727272727272727, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 10.0, 10.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 11, -11.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14285714285714285, 0.4864864864864865, 0.2860748996224387, 0.3877635720795674, 1]
[0.0, 22.0, 22.0, 22.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 60, -20.0, 33.0, 9.0, 0.82, 0.3333333333333333, 0.3333333333333333, 1.0, 0.5773502691896257, 0.6999999999999998, 0.3333333333333333, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 7, -4.0, 0, -2.5, 0.0, 0, 0.0, 0.0, 0.0, 0, 0.0, 8, -8.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09558823529411764, 0.208, 0.17680530423869192, 0.560337190455656, 1]
[0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3, 31.0, 31.0, 31.0, 0.9647058823529411, 0.75, 0.5999999999999999, 0.8571428571428571, 0.857142857142857, 0.9411764705882352, 0.5999999999999999, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 32, -32.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 999, 999, 999, 999, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[0.0, 16.0, 16.0, 16.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 11, 22.0, 24.0, 26.0, 0.8681818181818182, 0.625, 0.7241919228496048, 0.8333333333333334, 0.7715167498104595, 0.7803030303030303, 0.4622501635210243, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 4.0, 4.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 26, -26.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.5555555555555556, 0.502518907629606, 0.7023285114215034, 1]
[23, -7.0, 9.0, 1.0, 0.8384920634920634, 0.2, 0.26028501122129355, 0.5, 0.35355339059327373, 0.7308201058201057, 0.12403473458920847, 66, -20.0, 12.0, -7.0, 0.6024031704338609, 0.0625, 0.5131460558049363, 0.16666666666666666, 0.12309149097933275, 0.6024031704338609, 0.03407990882954985, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8, -8.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, -34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0735930735930736, 0.15178571428571427, 0.13774329125483492, 0.6735249666284685, 0]
[0.0, 22.0, 22.0, 22.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 28, 32.0, 51.0, 43.0, 0.8308200312989046, 0.5833333333333334, 0.6831757056821531, 0.7777777777777778, 0.7378647873726218, 0.7583143304270065, 0.4146442144313646, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13, -11.0, 1.0, -5.5, 0.3872251420783474, 0.5700000000000001, 0.0, 0.0, 0.0, 0.5222222222222223, 0.0, 8, -8.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10655737704918032, 0.43333333333333335, 0.23162640965743445, 1.0222869301297692, 0]
[0.0, 10.0, 10.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 120.0, 120.0, 120.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 11.0, 11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 9.0, 9.0, 9.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 999, 999, 999, 999, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
